index, word, occurances
602	"this	5
603	too	64
604	much.	5
605	certainly	30
606	burned,	1
607	lived	15
608	few	103
609	centuries	2
610	ago.	6
611	true	24
612	walk	15
613	Thursday	2
614	came	173
615	home	46
616	dreadful	16
617	mess,	1
618	changed	7
619	clothes	12
620	can't	13
621	imagine	15
622	Mary	19
623	Jane,	1
624	incorrigible,	1
625	wife	37
626	given	49
627	notice,	1
628	there,	26
629	fail	4
630	it	1173
631	out."	5
632	chuckled	6
633	rubbed	3
634	long,	13
635	nervous	8
636	together.	8
637	"It	124
638	simplicity	1
639	itself,"	1
640	he;	8
641	"my	4
642	inside	12
643	left	89
644	shoe,	1
645	just	122
646	where	121
647	firelight	1
648	strikes	3
649	leather	4
650	scored	2
651	six	23
652	almost	33
653	parallel	3
654	cuts.	1
655	Obviously	2
656	they	311
657	caused	15
658	someone	15
659	carelessly	1
660	scraped	1
661	round	65
662	edges	3
663	sole	5
664	order	26
665	crusted	1
666	mud	3
667	Hence,	1
668	see,	19
669	double	13
670	deduction	4
671	vile	3
672	weather,	1
673	particularly	9
674	malignant	1
675	boot-slitting	1
676	specimen	2
677	London	28
678	slavey.	1
679	practice,	4
680	if	221
681	gentleman	33
682	walks	2
683	smelling	1
684	iodoform,	1
685	black	44
686	mark	5
687	nitrate	1
688	silver	1
689	right	91
690	forefinger,	2
691	bulge	1
692	side	59
693	top-hat	3
694	show	18
695	secreted	1
696	stethoscope,	1
697	dull,	1
698	indeed,	15
699	pronounce	2
700	active	5
701	member	8
702	medical	9
703	profession."	1
704	could	337
705	help	42
706	laughing	5
707	ease	2
708	explained	8
709	process	11
710	deduction.	1
711	"When	17
712	hear	34
713	give	66
714	reasons,"	1
715	remarked,	17
716	"the	19
717	appears	17
718	ridiculously	1
719	simple	18
720	easily	10
721	myself,	6
722	though	72
723	successive	5
724	instance	5
725	am	182
726	baffled	4
727	until	114
728	explain	15
729	process.	2
730	believe	29
731	good	103
732	yours."	2
733	"Quite	14
734	so,"	5
735	answered,	11
736	lighting	2
737	cigarette,	1
738	throwing	12
739	down	222
740	armchair.	2
741	"You	112
742	distinction	1
743	clear.	5
744	For	46
745	example,	10
746	frequently	12
747	steps	23
748	lead	10
749	hall	13
750	room."	7
751	"Frequently."	1
752	"How	21
753	often?"	1
754	"Well,	67
755	hundreds	5
756	times."	1
757	"Then	40
758	many	87
759	there?"	4
760	many?	1
761	don't	26
762	know."	6
763	so!	3
764	observed.	5
765	seen.	5
766	That	52
767	point.	9
768	Now,	28
769	seventeen	1
770	steps,	3
771	because	26
772	both	57
773	way,	20
774	interested	12
775	problems,	4
776	enough	48
777	chronicle	3
778	two	158
779	trifling	4
780	experiences,	1
781	this."	3
782	sheet	11
783	thick,	3
784	pink-tinted	1
785	notepaper	1
786	lying	15
787	open	44
788	table.	15
789	last	91
790	post,"	1
791	he.	61
792	"Read	1
793	aloud."	1
794	note	21
795	undated,	1
796	either	37
797	signature	4
798	address.	7
799	"There	35
800	will	290
801	call	45
802	to-night,	5
803	quarter	8
804	eight	14
805	o'clock,"	1
806	said,	22
807	"a	6
808	desires	2
809	consult	8
810	matter	85
811	deepest	6
812	moment.	4
813	Your	23
814	recent	7
815	services	1
816	royal	64
817	houses	8
818	Europe	12
819	safely	4
820	trusted	2
821	matters	22
822	importance	16
823	exaggerated.	1
824	we	442
825	quarters	4
826	received.	1
827	then	108
828	hour,	2
829	amiss	2
830	visitor	14
831	wear	6
832	mask."	1
833	"This	30
834	indeed	24
835	mystery,"	2
836	"What	52
837	means?"	1
838	no	341
839	data	3
840	yet.	5
841	capital	10
842	mistake	4
843	theorise	1
844	data.	4
845	Insensibly	1
846	begins	1
847	twist	4
848	facts	27
849	suit	10
850	theories,	1
851	instead	11
852	theories	3
853	facts.	4
854	itself.	4
855	What	59
856	it?"	25
857	carefully	9
858	examined	12
859	writing,	3
860	paper	34
861	written.	1
862	"The	89
863	wrote	21
864	presumably	2
865	well	77
866	do,"	3
867	endeavouring	6
868	imitate	1
869	companion's	4
870	processes.	1
871	"Such	2
872	bought	13
873	crown	21
874	packet.	1
875	peculiarly	1
876	stiff."	1
877	"Peculiar--that	1
878	word,"	1
879	Holmes.	79
880	all.	25
881	Hold	1
882	light."	1
883	so,	29
884	large	65
885	"E"	1
886	"g,"	1
887	"P,"	1
888	"G"	1
889	"t"	1
890	woven	2
891	texture	1
892	paper.	3
893	that?"	10
894	asked	47
895	name	47
896	maker,	1
897	doubt;	1
898	monogram,	1
899	rather."	1
900	"Not	18
901	'G'	1
902	't'	1
903	stands	7
904	'Gesellschaft,'	1
905	German	26
906	'Company.'	1
907	customary	1
908	contraction	2
909	like	115
910	'Co.'	1
911	'P,'	1
912	course,	29
913	'Papier.'	1
914	Now	22
915	'Eg.'	1
916	Let	17
917	glance	15
918	Continental	16
919	Gazetteer."	1
920	took	100
921	heavy	37
922	brown	13
923	volume	5
924	shelves.	1
925	"Eglow,	1
926	Eglonitz--here	1
927	are,	19
928	Egria.	1
929	German-speaking	1
930	country--in	1
931	Bohemia,	4
932	far	71
933	Carlsbad.	1
934	'Remarkable	1
935	being	60
936	scene	14
937	death	15
938	Wallenstein,	1
939	its	146
940	numerous	5
941	glass-factories	1
942	paper-mills.'	1
943	Ha,	2
944	ha,	1
945	boy,	6
946	what	275
947	sparkled,	1
948	sent	41
949	great	85
950	blue	20
951	triumphant	1
952	cloud	4
953	cigarette.	1
954	made	164
955	Bohemia,"	1
956	said.	15
957	"Precisely.	4
958	German.	2
959	peculiar	19
960	construction	1
961	sentence--'This	1
962	received.'	1
963	Frenchman	1
964	Russian	1
965	that.	20
966	uncourteous	1
967	verbs.	1
968	only	183
969	remains,	2
970	therefore,	13
971	discover	6
972	wanted	14
973	writes	1
974	prefers	1
975	wearing	3
976	mask	2
977	showing	8
978	face.	22
979	here	60
980	comes,	1
981	mistaken,	3
982	resolve	3
983	doubts."	2
984	sharp	16
985	sound	24
986	horses'	2
987	hoofs	1
988	grating	1
989	wheels	6
990	curb,	1
991	followed	33
992	pull	1
993	bell.	4
994	whistled.	1
995	"A	23
996	pair,	1
997	sound,"	1
998	"Yes,"	3
999	continued,	7
1000	glancing	23
1001	window.	6
1002	nice	7
1003	brougham	3
1004	pair	11
1005	beauties.	1
1006	hundred	28
1007	fifty	17
1008	guineas	2
1009	apiece.	3
1010	There's	6
1011	money	40
1012	case,	21
1013	nothing	85
1014	else."	3
1015	think	137
1016	better	45
1017	go,	9
1018	Holmes."	5
1019	bit,	1
1020	Doctor.	1
1021	Stay	1
1022	are.	8
1023	lost	24
1024	Boswell.	1
1025	promises	4
1026	interesting.	5
1027	pity	5
1028	miss	5
1029	it."	39
1030	"But	72
1031	client--"	1
1032	"Never	5
1033	want	29
1034	help,	6
1035	Here	22
1036	comes.	1
1037	Sit	2
1038	Doctor,	12
1039	best	31
1040	attention."	1
1041	slow	6
1042	step,	1
1043	stairs	5
1044	passage,	12
1045	paused	3
1046	immediately	7
1047	outside	16
1048	door.	26
1049	loud	3
1050	authoritative	1
1051	tap.	1
1052	"Come	3
1053	in!"	3
1054	entered	25
1055	less	43
1056	feet	19
1057	inches	1
1058	height,	3
1059	limbs	7
1060	Hercules.	1
1061	dress	16
1062	rich	12
1063	richness	1
1064	would,	7
1065	England,	28
1066	bad	13
1067	taste.	1
1068	Heavy	1
1069	bands	4
1070	astrakhan	1
1071	slashed	1
1072	sleeves	2
1073	fronts	1
1074	double-breasted	1
1075	coat,	6
1076	deep	23
1077	cloak	3
1078	thrown	15
1079	shoulders	5
1080	lined	4
1081	flame-coloured	2
1082	silk	2
1083	secured	10
1084	neck	5
1085	brooch	1
1086	consisted	4
1087	single	28
1088	flaming	3
1089	beryl.	1
1090	Boots	4
1091	extended	9
1092	halfway	2
1093	calves,	1
1094	trimmed	1
1095	tops	1
1096	fur,	1
1097	completed	4
1098	impression	15
1099	barbaric	1
1100	opulence	1
1101	suggested	10
1102	appearance.	4
1103	carried	47
1104	broad-brimmed	3
1105	hat	26
1106	hand,	36
1107	wore	8
1108	upper	10
1109	face,	25
1110	extending	4
1111	past	17
1112	cheekbones,	1
1113	vizard	1
1114	mask,	1
1115	apparently	5
1116	moment,	3
1117	hand	67
1118	still	75
1119	raised	17
1120	entered.	5
1121	lower	11
1122	face	82
1123	appeared	31
1124	character,	5
1125	hanging	7
1126	lip,	4
1127	straight	7
1128	chin	8
1129	suggestive	4
1130	resolution	5
1131	pushed	17
1132	length	3
1133	obstinacy.	1
1134	note?"	2
1135	harsh	4
1136	voice	16
1137	strongly	6
1138	marked	12
1139	accent.	3
1140	call."	1
1141	us,	22
1142	uncertain	6
1143	"Pray	19
1144	seat,"	1
1145	colleague,	3
1146	Dr.	28
1147	occasionally	8
1148	cases.	1
1149	Whom	1
1150	honour	10
1151	address?"	4
1152	address	14
1153	Count	4
1154	Von	2
1155	Kramm,	1
1156	nobleman.	1
1157	understand	23
1158	gentleman,	7
1159	friend,	15
1160	discretion,	1
1161	whom	41
1162	trust	13
1163	extreme	10
1164	importance.	6
1165	If	72
1166	not,	17
1167	much	122
1168	prefer	10
1169	communicate	4
1170	alone."	2
1171	rose	22
1172	caught	23
1173	wrist	4
1174	back	114
1175	chair.	6
1176	both,	1
1177	none,"	2
1178	say	73
1179	anything	48
1180	me."	24
1181	shrugged	8
1182	broad	14
1183	shoulders.	7
1184	begin,"	1
1185	he,	69
1186	"by	3
1187	binding	2
1188	absolute	15
1189	secrecy	6
1190	years;	1
1191	end	50
1192	At	44
1193	present	23
1194	weight	9
1195	influence	17
1196	European	15
1197	history."	1
1198	promise,"	1
1199	"And	100
1200	I."	3
1201	excuse	13
1202	mask,"	1
1203	continued	17
1204	strange	42
1205	visitor.	6
1206	august	1
1207	person	29
1208	employs	1
1209	wishes	3
1210	agent	6
1211	unknown	4
1212	you,	75
1213	confess	15
1214	once	74
1215	title	4
1216	called	45
1217	myself	53
1218	exactly	8
1219	own."	2
1220	aware	12
1221	it,"	12
1222	dryly.	1
1223	circumstances	14
1224	delicacy,	1
1225	precaution	4
1226	taken	35
1227	quench	1
1228	grow	2
1229	scandal	7
1230	seriously	9
1231	compromise	2
1232	families	12
1233	Europe.	8
1234	speak	26
1235	plainly,	1
1236	implicates	1
1237	House	15
1238	Ormstein,	2
1239	hereditary	6
1240	kings	3
1241	Bohemia."	2
1242	that,"	5
1243	murmured	4
1244	settling	4
1245	armchair	10
1246	closing	7
1247	eyes.	13
1248	Our	18
1249	glanced	22
1250	apparent	2
1251	surprise	8
1252	languid,	2
1253	lounging	5
1254	depicted	1
1255	incisive	3
1256	energetic	4
1257	slowly	19
1258	reopened	1
1259	impatiently	1
1260	gigantic	5
1261	client.	7
1262	"If	19
1263	Majesty	11
1264	condescend	2
1265	state	33
1266	case,"	3
1267	able	37
1268	advise	5
1269	sprang	27
1270	chair	36
1271	paced	7
1272	uncontrollable	3
1273	agitation.	2
1274	Then,	12
1275	gesture	3
1276	desperation,	1
1277	tore	5
1278	hurled	3
1279	ground.	7
1280	right,"	6
1281	cried;	3
1282	King.	1
1283	Why	14
1284	attempt	15
1285	conceal	5
1286	"Why,	8
1287	indeed?"	2
1288	"Your	22
1289	spoken	10
1290	addressing	2
1291	Wilhelm	1
1292	Gottsreich	1
1293	Sigismond	1
1294	von	2
1295	Grand	1
1296	Duke	6
1297	Cassel-Felstein,	1
1298	King	50
1299	understand,"	3
1300	visitor,	6
1301	sitting	15
1302	passing	10
1303	high	31
1304	white	30
1305	forehead,	1
1306	"you	8
1307	accustomed	10
1308	doing	20
1309	business	58
1310	person.	2
1311	Yet	12
1312	confide	2
1313	putting	10
1314	power.	6
1315	come	126
1316	incognito	1
1317	Prague	1
1318	purpose	13
1319	consulting	1
1320	pray	10
1321	consult,"	1
1322	shutting	2
1323	briefly	1
1324	these:	2
1325	Some	19
1326	five	43
1327	years	93
1328	ago,	9
1329	during	52
1330	lengthy	1
1331	visit	8
1332	Warsaw,	1
1333	acquaintance	7
1334	well-known	5
1335	adventuress,	1
1336	familiar	12
1337	"Kindly	1
1338	look	60
1339	index,	2
1340	Doctor,"	5
1341	opening	18
1342	adopted	4
1343	system	32
1344	docketing	1
1345	paragraphs	1
1346	concerning	1
1347	men	52
1348	things,	8
1349	difficult	15
1350	subject	15
1351	furnish	3
1352	information.	2
1353	found	113
1354	biography	1
1355	sandwiched	2
1356	Hebrew	1
1357	rabbi	1
1358	staff-commander	1
1359	monograph	3
1360	deep-sea	1
1361	fishes.	1
1362	"Let	6
1363	see!"	1
1364	"Hum!	3
1365	Born	2
1366	New	175
1367	Jersey	8
1368	year	32
1369	1858.	1
1370	Contralto--hum!	1
1371	La	2
1372	Scala,	1
1373	hum!	1
1374	Prima	1
1375	donna	1
1376	Imperial	1
1377	Opera	1
1378	Warsaw--yes!	1
1379	Retired	1
1380	operatic	1
1381	stage--ha!	1
1382	Living	1
1383	London--quite	1
1384	Majesty,	3
1385	understand,	18
1386	became	55
1387	entangled	2
1388	young	81
1389	person,	3
1390	compromising	2
1391	letters,	7
1392	desirous	1
1393	letters	23
1394	back."	4
1395	"Precisely	4
1396	so.	41
1397	how--"	1
1398	"Was	8
1399	secret	15
1400	marriage?"	1
1401	"None."	4
1402	"No	7
1403	legal	9
1404	papers	30
1405	certificates?"	1
1406	follow	16
1407	Majesty.	3
1408	produce	13
1409	blackmailing	1
1410	purposes,	3
1411	prove	10
1412	authenticity?"	1
1413	writing."	1
1414	"Pooh,	1
1415	pooh!	1
1416	Forgery."	1
1417	private	16
1418	note-paper."	1
1419	"Stolen."	1
1420	seal."	1
1421	"Imitated."	1
1422	photograph."	4
1423	"Bought."	1
1424	"We	29
1425	"Oh,	58
1426	dear!	1
1427	bad!	1
1428	committed	3
1429	indiscretion."	1
1430	mad--insane."	1
1431	compromised	1
1432	seriously."	1
1433	Crown	7
1434	Prince	1
1435	then.	5
1436	young.	2
1437	thirty	8
1438	now."	8
1439	recovered."	2
1440	tried	17
1441	failed."	1
1442	pay.	1
1443	bought."	1
1444	"She	11
1445	sell."	1
1446	"Stolen,	1
1447	then."	5
1448	"Five	1
1449	attempts	10
1450	made.	4
1451	Twice	6
1452	burglars	1
1453	pay	28
1454	ransacked	2
1455	house.	21
1456	Once	2
1457	diverted	1
1458	luggage	1
1459	travelled.	1
1460	waylaid.	1
1461	There	137
1462	result."	1
1463	sign	20
1464	"Absolutely	1
1465	none."	2
1466	laughed.	4
1467	quite	89
1468	pretty	11
1469	problem,"	2
1470	serious	19
1471	me,"	11
1472	reproachfully.	1
1473	"Very,	1
1474	indeed.	4
1475	does	34
1476	propose	4
1477	photograph?"	4
1478	"To	13
1479	ruin	8
1480	how?"	3
1481	married."	1
1482	"So	12
1483	heard."	2
1484	Clotilde	1
1485	Lothman	1
1486	Saxe-Meningen,	1
1487	second	43
1488	daughter	20
1489	Scandinavia.	1
1490	strict	7
1491	principles	6
1492	family.	7
1493	She	84
1494	herself	7
1495	soul	5
1496	delicacy.	1
1497	shadow	11
1498	conduct	13
1499	bring	32
1500	end."	3
1501	Adler?"	2
1502	"Threatens	1
1503	send	16
1504	them	177
1505	photograph.	2
1506	her,	24
1507	steel.	2
1508	beautiful	10
1509	women,	10
1510	resolute	5
1511	men.	7
1512	Rather	1
1513	marry	8
1514	another	49
1515	woman,	11
1516	lengths	1
1517	go--none."	1
1518	yet?"	1
1519	sure."	1
1520	why?"	2
1521	"Because	5
1522	day	68
1523	betrothal	1
1524	publicly	1
1525	proclaimed.	1
1526	next	29
1527	Monday."	2
1528	three	79
1529	days	48
1530	yet,"	2
1531	yawn.	1
1532	"That	42
1533	fortunate,	2
1534	present.	2
1535	will,	11
1536	stay	6
1537	present?"	1
1538	"Certainly.	1
1539	Langham	1
1540	Kramm."	1
1541	shall	171
1542	drop	7
1543	line	22
1544	let	51
1545	progress."	1
1546	anxiety."	1
1547	money?"	2
1548	carte	2
1549	blanche."	1
1550	"Absolutely?"	1
1551	provinces	8
1552	kingdom	2
1553	expenses?"	2
1554	chamois	1
1555	bag	6
1556	laid	48
1557	gold	11
1558	notes,"	1
1559	scribbled	1
1560	receipt	1
1561	note-book	1
1562	handed	5
1563	Mademoiselle's	1
1564	asked.	33
1565	"Is	9
1566	Briony	11
1567	Lodge,	11
1568	Serpentine	4
1569	Avenue,	2
1570	St.	84
1571	John's	1
1572	Wood."	1
1573	"One	10
1574	question,"	2
1575	photograph	10
1576	cabinet?"	1
1577	was."	1
1578	good-night,	3
1579	soon	55
1580	news	24
1581	you.	58
1582	Watson,"	19
1583	added,	1
1584	rolled	7
1585	street.	11
1586	to-morrow	5
1587	afternoon	7
1588	o'clock	23
1589	chat	2
1590	precisely	2
1591	returned.	3
1592	landlady	2
1593	informed	5
1594	house	54
1595	shortly	7
1596	after	128
1597	morning.	10
1598	sat	55
1599	beside	25
1600	fire,	11
1601	intention	9
1602	awaiting	3
1603	however	2
1604	long	103
1605	be.	9
1606	already	54
1607	inquiry,	5
1608	for,	5
1609	surrounded	6
1610	none	22
1611	grim	4
1612	features	11
1613	crimes	4
1614	recorded,	1
1615	exalted	4
1616	station	9
1617	client	17
1618	gave	67
1619	character	17
1620	Indeed,	4
1621	apart	2
1622	investigation	5
1623	something	61
1624	masterly	2
1625	grasp	6
1626	situation,	2
1627	keen,	2
1628	reasoning,	2
1629	pleasure	8
1630	work,	11
1631	quick,	6
1632	subtle	4
1633	methods	12
1634	disentangled	1
1635	inextricable	1
1636	mysteries.	1
1637	So	24
1638	invariable	1
1639	success	6
1640	possibility	3
1641	failing	4
1642	ceased	8
1643	enter	7
1644	head.	13
1645	close	25
1646	four	29
1647	door	76
1648	opened,	5
1649	drunken-looking	1
1650	groom,	2
1651	ill-kempt	1
1652	side-whiskered,	1
1653	inflamed	1
1654	disreputable	3
1655	clothes,	6
1656	walked	27
1657	room.	30
1658	Accustomed	1
1659	friend's	10
1660	amazing	1
1661	use	40
1662	disguises,	1
1663	times	13
1664	certain	20
1665	nod	1
1666	vanished	9
1667	bedroom,	6
1668	whence	7
1669	emerged	6
1670	minutes	27
1671	tweed-suited	1
1672	respectable,	1
1673	old.	5
1674	Putting	1
1675	pockets,	3
1676	stretched	12
1677	legs	5
1678	front	48
1679	laughed	15
1680	heartily	3
1681	minutes.	4
1682	really!"	1
1683	cried,	17
1684	choked	3
1685	again	32
1686	obliged	5
1687	lie	7
1688	back,	11
1689	limp	2
1690	helpless,	1
1691	"It's	10
1692	funny.	1
1693	guess	4
1694	employed	10
1695	morning,	28
1696	ended	6
1697	doing."	1
1698	imagine.	4
1699	suppose	11
1700	watching	5
1701	habits,	4
1702	perhaps	37
1703	house,	32
1704	Miss	77
1705	Adler."	1
1706	so;	2
1707	sequel	1
1708	rather	71
1709	unusual.	2
1710	however.	4
1711	morning	49
1712	groom	2
1713	work.	8
1714	wonderful	5
